fid,REGION,DIVISION,STATEFP,STATENS,GEOID,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,fire_per_capita,pop_density,state_final_NAME,state_final_pop,state_final_state_fire_counts
"1","4","9","06","01779778","06",CA,California,"00",G4000,A,"403660088482","20305454540","+37.1551773","-119.5434183",0.0106301962054481,9.69844706401924e-05,California,"39148760","416159"
