NAME,pop,tract_fire_counts,geoid
"Census Tract 1.03, Madera County, California",5401,1665,06039000103
"Census Tract 1.03, Nevada County, California",7611,1665,06057000103
"Census Tract 1.03, San Bernardino County, California",4597,1665,06071000103
"Census Tract 1.03, Butte County, California",4801,1665,06007000103
"Census Tract 8.01, Santa Barbara County, California",3465,37,06083000801
"Census Tract 8.01, Stanislaus County, California",6422,37,06099000801
"Census Tract 8.01, Merced County, California",5597,37,06047000801
"Census Tract 8.01, Nevada County, California",5402,37,06057000801
"Census Tract 8.01, Lake County, California",2787,37,06033000801
"Census Tract 8.01, San Benito County, California",3131,37,06069000801
"Census Tract 8.01, San Joaquin County, California",7352,37,06077000801
"Census Tract 10, Santa Barbara County, California",5884,835,06083001000
"Census Tract 10, Lake County, California",5817,835,06033001000
"Census Tract 10, Humboldt County, California",6204,835,06023001000
"Census Tract 10, Butte County, California",4448,835,06007001000
"Census Tract 10, Siskiyou County, California",6531,835,06093001000
"Census Tract 10, San Joaquin County, California",5357,835,06077001000
"Census Tract 10, Kern County, California",10456,835,06029001000
"Census Tract 10, Tehama County, California",6612,835,06103001000
"Census Tract 10, San Diego County, California",4677,835,06073001000
"Census Tract 10, Madera County, California",5154,835,06039001000
"Census Tract 10, Fresno County, California",4231,835,06019001000
"Census Tract 15, Santa Barbara County, California",2624,611,06083001500
"Census Tract 15, Monterey County, California",5985,611,06053001500
"Census Tract 15, Kings County, California",4506,611,06031001500
"Census Tract 15, Butte County, California",5636,611,06007001500
"Census Tract 15, Stanislaus County, California",7610,611,06099001500
"Census Tract 15, San Diego County, California",3682,611,06073001500
"Census Tract 15, Kern County, California",2633,611,06029001500
"Census Tract 15, Fresno County, California",2475,611,06019001500
"Census Tract 15, Sacramento County, California",4851,611,06067001500
"Census Tract 15, San Joaquin County, California",9593,611,06077001500
"Census Tract 16.01, Santa Barbara County, California",5743,374,06083001601
"Census Tract 16.01, Orange County, California",8186,374,06059001601
"Census Tract 16.01, Stanislaus County, California",5015,374,06099001601
"Census Tract 16.01, Kings County, California",4427,374,06031001601
"Census Tract 16.01, Tulare County, California",5279,374,06107001601
"Census Tract 16.01, Ventura County, California",1333,374,06111001601
"Census Tract 16.01, Merced County, California",3736,374,06047001601
"Census Tract 19.03, Santa Barbara County, California",6495,15,06083001903
"Census Tract 19.03, Orange County, California",3690,15,06059001903
"Census Tract 19.03, San Bernardino County, California",11784,15,06071001903
"Census Tract 19.06, Santa Barbara County, California",5826,725,06083001906
"Census Tract 19.06, San Bernardino County, California",9395,725,06071001906
"Census Tract 20.06, Santa Barbara County, California",2983,724,06083002006
"Census Tract 20.06, Tulare County, California",4355,724,06107002006
"Census Tract 20.06, Stanislaus County, California",4800,724,06099002006
"Census Tract 20.07, Santa Barbara County, California",10134,25,06083002007
"Census Tract 20.07, Tulare County, California",9090,25,06107002007
"Census Tract 27.06, Santa Barbara County, California",6620,5,06083002706
"Census Tract 27.06, San Bernardino County, California",11887,5,06071002706
"Census Tract 27.02, Santa Barbara County, California",7692,2,06083002702
"Census Tract 27.02, San Diego County, California",6539,2,06073002702
"Census Tract 27.02, Stanislaus County, California",7348,2,06099002702
"Census Tract 27.02, Fresno County, California",5291,2,06019002702
"Census Tract 27.02, San Joaquin County, California",3837,2,06077002702
"Census Tract 27.03, Santa Barbara County, California",4525,1,06083002703
"Census Tract 27.03, San Diego County, California",7073,1,06073002703
"Census Tract 27.03, San Bernardino County, California",5668,1,06071002703
"Census Tract 28.02, Santa Barbara County, California",7445,67,06083002802
"Census Tract 28.02, Stanislaus County, California",6382,67,06099002802
"Census Tract 28.06, Santa Barbara County, California",2573,2,06083002806
"Census Tract 28.06, Kern County, California",2330,2,06029002806
"Census Tract 18, Santa Barbara County, California",1100,1615,06083001800
"Census Tract 18, Ventura County, California",4715,1615,06111001800
"Census Tract 18, Butte County, California",5533,1615,06007001800
"Census Tract 18, Sacramento County, California",4846,1615,06067001800
"Census Tract 18, San Diego County, California",5852,1615,06073001800
"Census Tract 18, Stanislaus County, California",2377,1615,06099001800
"Census Tract 18, San Joaquin County, California",3926,1615,06077001800
"Census Tract 18, Tulare County, California",4660,1615,06107001800
"Census Tract 18, Fresno County, California",4799,1615,06019001800
"Census Tract 12.03, Santa Barbara County, California",2968,3,06083001203
"Census Tract 12.03, Nevada County, California",2558,3,06057001203
"Census Tract 19.05, Santa Barbara County, California",2571,22,06083001905
"Census Tract 19.05, San Bernardino County, California",6504,22,06071001905
"Census Tract 27.08, Santa Barbara County, California",2305,1,06083002708
"Census Tract 27.08, San Diego County, California",5646,1,06073002708
"Census Tract 29.07, Santa Barbara County, California",4214,16,06083002907
"Census Tract 3, Modoc County, California",2830,21856,06049000300
"Census Tract 3, Lake County, California",4242,21856,06033000300
"Census Tract 3, Humboldt County, California",5998,21856,06023000300
"Census Tract 3, Kings County, California",7063,21856,06031000300
"Census Tract 3, Siskiyou County, California",4185,21856,06093000300
"Census Tract 3, Colusa County, California",6157,21856,06011000300
"Census Tract 3, Butte County, California",4784,21856,06007000300
"Census Tract 3, Monterey County, California",4605,21856,06053000300
"Census Tract 3, Sacramento County, California",3399,21856,06067000300
"Census Tract 3, San Benito County, California",4432,21856,06069000300
"Census Tract 3, Kern County, California",4716,21856,06029000300
"Census Tract 3, Tehama County, California",4805,21856,06103000300
"Census Tract 3, San Diego County, California",5094,21856,06073000300
"Census Tract 3, Plumas County, California",3944,21856,06063000300
"Census Tract 3, Calaveras County, California",6920,21856,06009000300
"Census Tract 3, Trinity County, California",3024,21856,06105000300
"Census Tract 3, Nevada County, California",2612,21856,06057000300
"Census Tract 3, Madera County, California",8520,21856,06039000300
"Census Tract 3, Fresno County, California",3936,21856,06019000300
"Census Tract 3, Inyo County, California",2473,21856,06027000300
"Census Tract 3, San Joaquin County, California",2240,21856,06077000300
"Census Tract 409.01, Yuba County, California",2836,236,06115040901
"Census Tract 409.01, Riverside County, California",7512,236,06065040901
"Census Tract 410, Yuba County, California",7319,743,06115041000
"Census Tract 411, Yuba County, California",4447,342,06115041100
"Census Tract 406, Yuba County, California",5462,549,06115040600
"Census Tract 406, Lassen County, California",3147,549,06035040600
"Census Tract 408, Yuba County, California",4524,83,06115040800
"Census Tract 401, Yuba County, California",4966,4914,06115040100
"Census Tract 401, San Francisco County, California",4436,4914,06075040100
"Census Tract 401, Lassen County, California",1502,4914,06035040100
"Census Tract 404, Yuba County, California",5137,67,06115040400
"Census Tract 404, Lassen County, California",9353,67,06035040400
"Census Tract 405, Yuba County, California",3936,7,06115040500
"Census Tract 405, Lassen County, California",3283,7,06035040500
"Census Tract 409.02, Yuba County, California",1630,23,06115040902
"Census Tract 409.02, Riverside County, California",6332,23,06065040902
"Census Tract 407, Yuba County, California",13227,150,06115040700
"Census Tract 3170, Contra Costa County, California",2061,2,06013317000
"Census Tract 2017, Napa County, California",5633,8,06055201700
"Census Tract 2017, Los Angeles County, California",5737,8,06037201700
"Census Tract 2008.02, Napa County, California",6042,2,06055200802
"Census Tract 2018, Napa County, California",1745,1154,06055201800
"Census Tract 2019, Napa County, California",1260,275,06055201900
"Census Tract 2015, Napa County, California",1984,323,06055201500
"Census Tract 14, Monterey County, California",2657,635,06053001400
"Census Tract 14, San Diego County, California",3380,635,06073001400
"Census Tract 14, Sacramento County, California",2458,635,06067001400
"Census Tract 14, Butte County, California",5918,635,06007001400
"Census Tract 14, San Joaquin County, California",4606,635,06077001400
"Census Tract 14, Stanislaus County, California",6066,635,06099001400
"Census Tract 14, Kern County, California",8393,635,06029001400
"Census Tract 14, San Bernardino County, California",2755,635,06071001400
"Census Tract 14, Tulare County, California",5202,635,06107001400
"Census Tract 1.02, Monterey County, California",9262,6265,06053000102
"Census Tract 1.02, Del Norte County, California",3418,6265,06015000102
"Census Tract 1.02, Butte County, California",4159,6265,06007000102
"Census Tract 1.02, Kern County, California",3426,6265,06029000102
"Census Tract 1.02, Stanislaus County, California",4610,6265,06099000102
"Census Tract 1.02, Nevada County, California",7098,6265,06057000102
"Census Tract 1.02, Madera County, California",4088,6265,06039000102
"Census Tract 1.02, Santa Barbara County, California",5634,6265,06083000102
"Census Tract 1.02, Amador County, California",1879,6265,06005000102
"Census Tract 1.02, Mariposa County, California",2674,6265,06043000102
"Census Tract 1.02, Trinity County, California",4383,6265,06105000102
"Census Tract 1.02, Mono County, California",2436,6265,06051000102
"Census Tract 105.04, Monterey County, California",5019,1,06053010504
"Census Tract 105.04, San Luis Obispo County, California",2692,1,06079010504
"Census Tract 114, Monterey County, California",4589,1826,06053011400
"Census Tract 114, Mendocino County, California",4565,1826,06045011400
"Census Tract 114, Yolo County, California",4094,1826,06113011400
"Census Tract 114, Imperial County, California",4544,1826,06025011400
"Census Tract 114, San Luis Obispo County, California",3088,1826,06079011400
"Census Tract 132, Monterey County, California",4075,3,06053013200
"Census Tract 132, San Francisco County, California",4274,3,06075013200
"Census Tract 189.06, San Diego County, California",7178,1,06073018906
"Census Tract 190.02, San Diego County, California",1752,3,06073019002
"Census Tract 9, Lake County, California",6475,544,06033000900
"Census Tract 9, Humboldt County, California",5191,544,06023000900
"Census Tract 9, Kings County, California",8139,544,06031000900
"Census Tract 9, Siskiyou County, California",7281,544,06093000900
"Census Tract 9, Madera County, California",10861,544,06039000900
