NAME,pop,state,county,tract,geoid
"Census Tract 13.01, Orange County, California",6745,06,059,001301,06059001301
"Census Tract 13.04, Orange County, California",3982,06,059,001304,06059001304
"Census Tract 14.01, Orange County, California",4722,06,059,001401,06059001401
"Census Tract 15.06, Orange County, California",4055,06,059,001506,06059001506
"Census Tract 17.08, Orange County, California",3692,06,059,001708,06059001708
"Census Tract 19.03, Orange County, California",3690,06,059,001903,06059001903
"Census Tract 113, Orange County, California",5216,06,059,011300,06059011300
"Census Tract 115.03, Orange County, California",1836,06,059,011503,06059011503
"Census Tract 117.16, Orange County, California",5200,06,059,011716,06059011716
"Census Tract 117.17, Orange County, California",2814,06,059,011717,06059011717
"Census Tract 117.20, Orange County, California",6982,06,059,011720,06059011720
"Census Tract 117.21, Orange County, California",5291,06,059,011721,06059011721
"Census Tract 218.02, Orange County, California",7146,06,059,021802,06059021802
"Census Tract 218.16, Orange County, California",4832,06,059,021816,06059021816
"Census Tract 218.27, Orange County, California",3279,06,059,021827,06059021827
"Census Tract 219.13, Orange County, California",7521,06,059,021913,06059021913
"Census Tract 219.15, Orange County, California",3845,06,059,021915,06059021915
"Census Tract 5035.08, Santa Clara County, California",6682,06,085,503508,06085503508
"Census Tract 320.30, Orange County, California",3888,06,059,032030,06059032030
"Census Tract 320.36, Orange County, California",3821,06,059,032036,06059032036
"Census Tract 320.39, Orange County, California",6727,06,059,032039,06059032039
"Census Tract 5036.01, Santa Clara County, California",3148,06,085,503601,06085503601
"Census Tract 5037.07, Santa Clara County, California",6217,06,085,503707,06085503707
"Census Tract 5037.09, Santa Clara County, California",6205,06,085,503709,06085503709
"Census Tract 5041.02, Santa Clara County, California",5690,06,085,504102,06085504102
"Census Tract 5043.08, Santa Clara County, California",4339,06,085,504308,06085504308
"Census Tract 5044.16, Santa Clara County, California",3803,06,085,504416,06085504416
"Census Tract 5044.22, Santa Clara County, California",3812,06,085,504422,06085504422
"Census Tract 5046.02, Santa Clara County, California",2253,06,085,504602,06085504602
"Census Tract 5051, Santa Clara County, California",3985,06,085,505100,06085505100
"Census Tract 5052.02, Santa Clara County, California",6472,06,085,505202,06085505202
"Census Tract 6.04, Butte County, California",4396,06,007,000604,06007000604
"Census Tract 19, Butte County, California",3000,06,007,001900,06007001900
"Census Tract 13, Butte County, California",3952,06,007,001300,06007001300
"Census Tract 2.01, Butte County, California",3982,06,007,000201,06007000201
"Census Tract 16, Butte County, California",4469,06,007,001600,06007001600
"Census Tract 20, Butte County, California",5648,06,007,002000,06007002000
"Census Tract 32, Butte County, California",4204,06,007,003200,06007003200
"Census Tract 33, Butte County, California",4297,06,007,003300,06007003300
"Census Tract 36, Butte County, California",4250,06,007,003600,06007003600
"Census Tract 21, Butte County, California",4679,06,007,002100,06007002100
"Census Tract 5.01, Butte County, California",4296,06,007,000501,06007000501
"Census Tract 14, Butte County, California",5918,06,007,001400,06007001400
"Census Tract 24, Butte County, California",4725,06,007,002400,06007002400
"Census Tract 10, Butte County, California",4448,06,007,001000,06007001000
"Census Tract 4.03, Kings County, California",5170,06,031,000403,06031000403
"Census Tract 6.01, Kings County, California",9857,06,031,000601,06031000601
"Census Tract 6.02, Kings County, California",5339,06,031,000602,06031000602
"Census Tract 7.02, Kings County, California",4422,06,031,000702,06031000702
"Census Tract 11, Kings County, California",6999,06,031,001100,06031001100
"Census Tract 12, Kings County, California",2592,06,031,001200,06031001200
"Census Tract 9, Kings County, California",8139,06,031,000900,06031000900
"Census Tract 13, Kings County, California",5005,06,031,001300,06031001300
"Census Tract 15, Kings County, California",4506,06,031,001500,06031001500
"Census Tract 3, Kings County, California",7063,06,031,000300,06031000300
"Census Tract 7.01, Kings County, California",5763,06,031,000701,06031000701
"Census Tract 2, Kings County, California",2326,06,031,000200,06031000200
"Census Tract 8, Kings County, California",4878,06,031,000800,06031000800
"Census Tract 17.01, Kings County, California",9591,06,031,001701,06031001701
"Census Tract 4.04, Kings County, California",10069,06,031,000404,06031000404
"Census Tract 5, Kings County, California",5165,06,031,000500,06031000500
"Census Tract 741.11, Orange County, California",5454,06,059,074111,06059074111
"Census Tract 16.01, Orange County, California",8186,06,059,001601,06059001601
"Census Tract 754.03, Orange County, California",7775,06,059,075403,06059075403
"Census Tract 421.07, Orange County, California",4088,06,059,042107,06059042107
"Census Tract 11.01, Orange County, California",5073,06,059,001101,06059001101
"Census Tract 218.07, Orange County, California",4454,06,059,021807,06059021807
"Census Tract 218.25, Orange County, California",2961,06,059,021825,06059021825
"Census Tract 320.34, Orange County, California",5602,06,059,032034,06059032034
"Census Tract 869.03, Orange County, California",7391,06,059,086903,06059086903
"Census Tract 880.02, Orange County, California",3992,06,059,088002,06059088002
"Census Tract 882.02, Orange County, California",3337,06,059,088202,06059088202
"Census Tract 890.01, Orange County, California",6949,06,059,089001,06059089001
"Census Tract 757.02, Orange County, California",3661,06,059,075702,06059075702
"Census Tract 868.01, Orange County, California",3737,06,059,086801,06059086801
"Census Tract 876.02, Orange County, California",7937,06,059,087602,06059087602
"Census Tract 886.01, Orange County, California",6714,06,059,088601,06059088601
"Census Tract 992.38, Orange County, California",4190,06,059,099238,06059099238
"Census Tract 993.10, Orange County, California",4535,06,059,099310,06059099310
"Census Tract 1101.06, Orange County, California",3670,06,059,110106,06059110106
"Census Tract 626.28, Orange County, California",3696,06,059,062628,06059062628
"Census Tract 638.03, Orange County, California",4607,06,059,063803,06059063803
"Census Tract 992.49, Orange County, California",4561,06,059,099249,06059099249
"Census Tract 626.11, Orange County, California",4871,06,059,062611,06059062611
"Census Tract 626.27, Orange County, California",3649,06,059,062627,06059062627
"Census Tract 525.11, Orange County, California",6295,06,059,052511,06059052511
"Census Tract 82.02, Ventura County, California",4466,06,111,008202,06111008202
"Census Tract 4, Ventura County, California",6293,06,111,000400,06111000400
"Census Tract 8, Ventura County, California",8556,06,111,000800,06111000800
"Census Tract 40, Ventura County, California",7428,06,111,004000,06111004000
"Census Tract 1272.20, Los Angeles County, California",5005,06,037,127220,06037127220
"Census Tract 5545.18, Los Angeles County, California",5420,06,037,554518,06037554518
"Census Tract 5524, Los Angeles County, California",2548,06,037,552400,06037552400
"Census Tract 5526.02, Los Angeles County, California",4725,06,037,552602,06037552602
"Census Tract 5527, Los Angeles County, California",7208,06,037,552700,06037552700
"Census Tract 5547, Los Angeles County, California",4437,06,037,554700,06037554700
"Census Tract 5703.03, Los Angeles County, California",4239,06,037,570303,06037570303
"Census Tract 5706.03, Los Angeles County, California",5069,06,037,570603,06037570603
"Census Tract 5707.02, Los Angeles County, California",2284,06,037,570702,06037570702
"Census Tract 5762, Los Angeles County, California",5658,06,037,576200,06037576200
"Census Tract 5771, Los Angeles County, California",7003,06,037,577100,06037577100
"Census Tract 5772, Los Angeles County, California",5592,06,037,577200,06037577200
"Census Tract 6005.01, Los Angeles County, California",2534,06,037,600501,06037600501
"Census Tract 6005.02, Los Angeles County, California",2407,06,037,600502,06037600502
"Census Tract 5431, Los Angeles County, California",7161,06,037,543100,06037543100
"Census Tract 3020.02, Los Angeles County, California",3919,06,037,302002,06037302002
"Census Tract 5432.02, Los Angeles County, California",5442,06,037,543202,06037543202
"Census Tract 5433.04, Los Angeles County, California",6217,06,037,543304,06037543304
"Census Tract 5436.04, Los Angeles County, California",5395,06,037,543604,06037543604
"Census Tract 5037.03, Los Angeles County, California",7679,06,037,503703,06037503703
"Census Tract 5015.03, Los Angeles County, California",5247,06,037,501503,06037501503
"Census Tract 5300.03, Los Angeles County, California",3087,06,037,530003,06037530003
"Census Tract 5309.02, Los Angeles County, California",3858,06,037,530902,06037530902
"Census Tract 5316.04, Los Angeles County, California",3758,06,037,531604,06037531604
"Census Tract 5331.05, Los Angeles County, California",2533,06,037,533105,06037533105
"Census Tract 5331.06, Los Angeles County, California",1583,06,037,533106,06037533106
"Census Tract 3101, Los Angeles County, California",5766,06,037,310100,06037310100
"Census Tract 3104, Los Angeles County, California",3192,06,037,310400,06037310400
"Census Tract 3203, Los Angeles County, California",6659,06,037,320300,06037320300
"Census Tract 4016.03, Los Angeles County, California",2880,06,037,401603,06037401603
"Census Tract 4017.01, Los Angeles County, California",4401,06,037,401701,06037401701
"Census Tract 4019.01, Los Angeles County, California",4011,06,037,401901,06037401901
"Census Tract 4028.01, Los Angeles County, California",4921,06,037,402801,06037402801
"Census Tract 4033.04, Los Angeles County, California",5037,06,037,403304,06037403304
"Census Tract 4033.16, Los Angeles County, California",7108,06,037,403316,06037403316
"Census Tract 4033.20, Los Angeles County, California",5022,06,037,403320,06037403320
"Census Tract 4034.04, Los Angeles County, California",2444,06,037,403404,06037403404
"Census Tract 4034.06, Los Angeles County, California",3019,06,037,403406,06037403406
"Census Tract 4038.01, Los Angeles County, California",6491,06,037,403801,06037403801
"Census Tract 4039.02, Los Angeles County, California",5061,06,037,403902,06037403902
"Census Tract 4043.01, Los Angeles County, California",5448,06,037,404301,06037404301
"Census Tract 4048.03, Los Angeles County, California",1787,06,037,404803,06037404803
"Census Tract 4049.03, Los Angeles County, California",2659,06,037,404903,06037404903
"Census Tract 1905.20, Los Angeles County, California",3873,06,037,190520,06037190520
"Census Tract 1909.01, Los Angeles County, California",4429,06,037,190901,06037190901
"Census Tract 1912.03, Los Angeles County, California",2466,06,037,191203,06037191203
"Census Tract 1916.10, Los Angeles County, California",4208,06,037,191610,06037191610
"Census Tract 2140, Los Angeles County, California",3971,06,037,214000,06037214000
"Census Tract 7031, Los Angeles County, California",5935,06,037,703100,06037703100
"Census Tract 9104.03, Los Angeles County, California",2018,06,037,910403,06037910403
"Census Tract 9108.07, Los Angeles County, California",6245,06,037,910807,06037910807
"Census Tract 9108.10, Los Angeles County, California",2631,06,037,910810,06037910810
"Census Tract 9200.37, Los Angeles County, California",8266,06,037,920037,06037920037
"Census Tract 9200.42, Los Angeles County, California",7527,06,037,920042,06037920042
"Census Tract 9201.07, Los Angeles County, California",5752,06,037,920107,06037920107
"Census Tract 9203.28, Los Angeles County, California",2066,06,037,920328,06037920328
"Census Tract 9008.04, Los Angeles County, California",3480,06,037,900804,06037900804
"Census Tract 9008.05, Los Angeles County, California",4814,06,037,900805,06037900805
"Census Tract 5512.01, Los Angeles County, California",3302,06,037,551201,06037551201
"Census Tract 5516, Los Angeles County, California",31,06,037,551600,06037551600
"Census Tract 9007.04, Los Angeles County, California",2802,06,037,900704,06037900704
"Census Tract 9009, Los Angeles County, California",3985,06,037,900900,06037900900
"Census Tract 9102.06, Los Angeles County, California",3608,06,037,910206,06037910206
"Census Tract 9103.01, Los Angeles County, California",4053,06,037,910301,06037910301
"Census Tract 9105.02, Los Angeles County, California",4439,06,037,910502,06037910502
"Census Tract 9107.07, Los Angeles County, California",4940,06,037,910707,06037910707
"Census Tract 9200.17, Los Angeles County, California",4491,06,037,920017,06037920017
"Census Tract 5437.01, Los Angeles County, California",3193,06,037,543701,06037543701
"Census Tract 5437.02, Los Angeles County, California",6945,06,037,543702,06037543702
"Census Tract 5438.01, Los Angeles County, California",5228,06,037,543801,06037543801
"Census Tract 5513, Los Angeles County, California",5421,06,037,551300,06037551300
"Census Tract 4018, Los Angeles County, California",8046,06,037,401800,06037401800
"Census Tract 5120.05, Santa Clara County, California",7284,06,085,512005,06085512005
"Census Tract 5121, Santa Clara County, California",1504,06,085,512100,06085512100
"Census Tract 5124.01, Santa Clara County, California",4782,06,085,512401,06085512401
"Census Tract 5001, Santa Clara County, California",8122,06,085,500100,06085500100
"Census Tract 5004, Santa Clara County, California",2596,06,085,500400,06085500400
"Census Tract 5005, Santa Clara County, California",5475,06,085,500500,06085500500
"Census Tract 5016, Santa Clara County, California",7597,06,085,501600,06085501600
"Census Tract 5018, Santa Clara County, California",5285,06,085,501800,06085501800
"Census Tract 5019, Santa Clara County, California",5210,06,085,501900,06085501900
"Census Tract 5020.02, Santa Clara County, California",5933,06,085,502002,06085502002
"Census Tract 5027.02, Santa Clara County, California",8005,06,085,502702,06085502702
"Census Tract 5029.01, Santa Clara County, California",6081,06,085,502901,06085502901
"Census Tract 5029.02, Santa Clara County, California",8016,06,085,502902,06085502902
"Census Tract 5045.07, Santa Clara County, California",6459,06,085,504507,06085504507
"Census Tract 5046.01, Santa Clara County, California",1025,06,085,504601,06085504601
"Census Tract 5048.02, Santa Clara County, California",5345,06,085,504802,06085504802
"Census Tract 5049.01, Santa Clara County, California",10336,06,085,504901,06085504901
"Census Tract 5053.04, Santa Clara County, California",3273,06,085,505304,06085505304
"Census Tract 5053.05, Santa Clara County, California",5935,06,085,505305,06085505305
"Census Tract 5065.03, Santa Clara County, California",6183,06,085,506503,06085506503
"Census Tract 5043.14, Santa Clara County, California",5198,06,085,504314,06085504314
"Census Tract 5043.17, Santa Clara County, California",4834,06,085,504317,06085504317
"Census Tract 5044.10, Santa Clara County, California",4821,06,085,504410,06085504410
"Census Tract 5044.12, Santa Clara County, California",4951,06,085,504412,06085504412
"Census Tract 5114, Santa Clara County, California",3506,06,085,511400,06085511400
"Census Tract 5099.02, Santa Clara County, California",5195,06,085,509902,06085509902
"Census Tract 5107, Santa Clara County, California",5161,06,085,510700,06085510700
"Census Tract 5120.32, Santa Clara County, California",3308,06,085,512032,06085512032
"Census Tract 5117.02, Santa Clara County, California",2665,06,085,511702,06085511702
"Census Tract 5120.22, Santa Clara County, California",5746,06,085,512022,06085512022
"Census Tract 5120.27, Santa Clara County, California",4813,06,085,512027,06085512027
"Census Tract 5120.33, Santa Clara County, California",8782,06,085,512033,06085512033
"Census Tract 5120.35, Santa Clara County, California",4818,06,085,512035,06085512035
"Census Tract 211.09, Placer County, California",5829,06,061,021109,06061021109
"Census Tract 220.02, Placer County, California",6731,06,061,022002,06061022002
"Census Tract 201.04, Placer County, California",803,06,061,020104,06061020104
"Census Tract 201.07, Placer County, California",2717,06,061,020107,06061020107
"Census Tract 206.02, Placer County, California",8183,06,061,020602,06061020602
"Census Tract 206.04, Placer County, California",6358,06,061,020604,06061020604
"Census Tract 203, Placer County, California",4360,06,061,020300,06061020300
"Census Tract 211.03, Placer County, California",3282,06,061,021103,06061021103
"Census Tract 219.02, Placer County, California",4718,06,061,021902,06061021902
"Census Tract 213.04, Placer County, California",5521,06,061,021304,06061021304
"Census Tract 201.06, Placer County, California",1404,06,061,020106,06061020106
"Census Tract 209.01, Placer County, California",2486,06,061,020901,06061020901
"Census Tract 12, Siskiyou County, California",1317,06,093,001200,06093001200
"Census Tract 6, Siskiyou County, California",1815,06,093,000600,06093000600
"Census Tract 7.02, Siskiyou County, California",4438,06,093,000702,06093000702
"Census Tract 8, Siskiyou County, California",3558,06,093,000800,06093000800
"Census Tract 11, Siskiyou County, California",1889,06,093,001100,06093001100
"Census Tract 9, Siskiyou County, California",7281,06,093,000900,06093000900
"Census Tract 7.01, Siskiyou County, California",3786,06,093,000701,06093000701
"Census Tract 2, Siskiyou County, California",1782,06,093,000200,06093000200
"Census Tract 4, Siskiyou County, California",584,06,093,000400,06093000400
"Census Tract 5, Siskiyou County, California",1909,06,093,000500,06093000500
"Census Tract 3, Siskiyou County, California",4185,06,093,000300,06093000300
"Census Tract 10, Siskiyou County, California",6531,06,093,001000,06093001000
"Census Tract 1, Siskiyou County, California",1127,06,093,000100,06093000100
"Census Tract 7.03, Siskiyou County, California",3338,06,093,000703,06093000703
"Census Tract 101, Shasta County, California",1494,06,089,010100,06089010100
"Census Tract 103, Shasta County, California",4186,06,089,010300,06089010300
"Census Tract 1101.08, Orange County, California",2905,06,059,110108,06059110108
"Census Tract 1102.01, Orange County, California",8091,06,059,110201,06059110201
"Census Tract 1103.02, Orange County, California",5944,06,059,110302,06059110302
"Census Tract 865.02, Orange County, California",6470,06,059,086502,06059086502
"Census Tract 866.02, Orange County, California",6401,06,059,086602,06059086602
"Census Tract 867.01, Orange County, California",9140,06,059,086701,06059086701
"Census Tract 868.03, Orange County, California",9229,06,059,086803,06059086803
"Census Tract 869.01, Orange County, California",8532,06,059,086901,06059086901
"Census Tract 871.01, Orange County, California",4609,06,059,087101,06059087101
"Census Tract 882.01, Orange County, California",4362,06,059,088201,06059088201
"Census Tract 1106.04, Orange County, California",7467,06,059,110604,06059110604
"Census Tract 995.13, Orange County, California",2167,06,059,099513,06059099513
"Census Tract 1100.10, Orange County, California",4967,06,059,110010,06059110010
"Census Tract 1106.03, Orange County, California",8859,06,059,110603,06059110603
"Census Tract 218.15, Orange County, California",10996,06,059,021815,06059021815
"Census Tract 218.21, Orange County, California",7299,06,059,021821,06059021821
"Census Tract 218.26, Orange County, California",2851,06,059,021826,06059021826
"Census Tract 218.29, Orange County, California",5385,06,059,021829,06059021829
"Census Tract 219.17, Orange County, California",3190,06,059,021917,06059021917
"Census Tract 219.24, Orange County, California",4368,06,059,021924,06059021924
"Census Tract 320.11, Orange County, California",1675,06,059,032011,06059032011
"Census Tract 320.13, Orange County, California",5754,06,059,032013,06059032013
"Census Tract 320.15, Orange County, California",6731,06,059,032015,06059032015
"Census Tract 320.42, Orange County, California",5582,06,059,032042,06059032042
"Census Tract 320.47, Orange County, California",4519,06,059,032047,06059032047
"Census Tract 422.01, Orange County, California",5135,06,059,042201,06059042201
"Census Tract 423.10, Orange County, California",8415,06,059,042310,06059042310
"Census Tract 423.11, Orange County, California",5393,06,059,042311,06059042311
"Census Tract 423.15, Orange County, California",5785,06,059,042315,06059042315
"Census Tract 423.27, Orange County, California",4768,06,059,042327,06059042327
"Census Tract 423.38, Orange County, California",4725,06,059,042338,06059042338
"Census Tract 524.27, Orange County, California",5801,06,059,052427,06059052427
"Census Tract 525.21, Orange County, California",5362,06,059,052521,06059052521
"Census Tract 525.23, Orange County, California",4253,06,059,052523,06059052523
"Census Tract 525.25, Orange County, California",19002,06,059,052525,06059052525
"Census Tract 626.04, Orange County, California",15525,06,059,062604,06059062604
"Census Tract 626.29, Orange County, California",2545,06,059,062629,06059062629
"Census Tract 21.02, Ventura County, California",1591,06,111,002102,06111002102
"Census Tract 23, Ventura County, California",7011,06,111,002300,06111002300
"Census Tract 36.05, Ventura County, California",9886,06,111,003605,06111003605
"Census Tract 104.13, San Bernardino County, California",6893,06,071,010413,06071010413
"Census Tract 104.16, San Bernardino County, California",3102,06,071,010416,06071010416
"Census Tract 108.02, San Bernardino County, California",4682,06,071,010802,06071010802
"Census Tract 116, San Bernardino County, California",8282,06,071,011600,06071011600
"Census Tract 9401, San Bernardino County, California",1306,06,071,940100,06071940100
"Census Tract 1.08, San Bernardino County, California",5783,06,071,000108,06071000108
"Census Tract 28.06, Kern County, California",2330,06,029,002806,06029002806
"Census Tract 28.13, Kern County, California",4362,06,029,002813,06029002813
"Census Tract 28.18, Kern County, California",3919,06,029,002818,06029002818
"Census Tract 31.03, Kern County, California",3796,06,029,003103,06029003103
"Census Tract 31.22, Kern County, California",8119,06,029,003122,06029003122
"Census Tract 2, Kern County, California",7870,06,029,000200,06029000200
"Census Tract 5.03, Kern County, California",8212,06,029,000503,06029000503
"Census Tract 11.01, Kern County, California",6210,06,029,001101,06029001101
"Census Tract 12.02, Kern County, California",6020,06,029,001202,06029001202
"Census Tract 23.01, Kern County, California",10618,06,029,002301,06029002301
"Census Tract 18.02, Kern County, California",5474,06,029,001802,06029001802
"Census Tract 4, Kern County, California",4358,06,029,000400,06029000400
"Census Tract 5.07, Kern County, California",3651,06,029,000507,06029000507
"Census Tract 23.02, Kern County, California",3665,06,029,002302,06029002302
"Census Tract 24, Kern County, California",8358,06,029,002400,06029002400
"Census Tract 28.20, Kern County, California",6412,06,029,002820,06029002820
"Census Tract 31.14, Kern County, California",7774,06,029,003114,06029003114
"Census Tract 38.06, Kern County, California",5029,06,029,003806,06029003806
"Census Tract 6040, San Mateo County, California",3371,06,081,604000,06081604000
"Census Tract 6073, San Mateo County, California",3760,06,081,607300,06081607300
"Census Tract 6080.01, San Mateo County, California",3599,06,081,608001,06081608001
"Census Tract 6082, San Mateo County, California",3951,06,081,608200,06081608200
"Census Tract 6086, San Mateo County, California",4373,06,081,608600,06081608600
"Census Tract 6090, San Mateo County, California",2572,06,081,609000,06081609000
"Census Tract 6099, San Mateo County, California",3012,06,081,609900,06081609900
"Census Tract 6103.02, San Mateo County, California",3257,06,081,610302,06081610302
"Census Tract 6114, San Mateo County, California",4316,06,081,611400,06081611400
"Census Tract 6120, San Mateo County, California",7075,06,081,612000,06081612000
"Census Tract 6135.02, San Mateo County, California",6585,06,081,613502,06081613502
"Census Tract 6138, San Mateo County, California",3952,06,081,613800,06081613800
"Census Tract 6025, San Mateo County, California",5407,06,081,602500,06081602500
"Census Tract 6009, San Mateo County, California",4083,06,081,600900,06081600900
"Census Tract 6016.05, San Mateo County, California",6300,06,081,601605,06081601605
"Census Tract 6027, San Mateo County, California",6218,06,081,602700,06081602700
"Census Tract 6029, San Mateo County, California",3908,06,081,602900,06081602900
"Census Tract 317.01, Riverside County, California",2432,06,065,031701,06065031701
"Census Tract 403.02, Riverside County, California",7664,06,065,040302,06065040302
"Census Tract 407.01, Riverside County, California",2304,06,065,040701,06065040701
"Census Tract 408.06, Riverside County, California",3043,06,065,040806,06065040806
"Census Tract 412.02, Riverside County, California",4649,06,065,041202,06065041202
"Census Tract 414.10, Riverside County, California",2618,06,065,041410,06065041410
"Census Tract 416, Riverside County, California",6211,06,065,041600,06065041600
"Census Tract 417.03, Riverside County, California",6221,06,065,041703,06065041703
"Census Tract 410.02, Riverside County, California",3590,06,065,041002,06065041002
"Census Tract 414.03, Riverside County, California",3644,06,065,041403,06065041403
"Census Tract 414.09, Riverside County, California",16784,06,065,041409,06065041409
"Census Tract 417.04, Riverside County, California",3525,06,065,041704,06065041704
"Census Tract 418.05, Riverside County, California",5981,06,065,041805,06065041805
"Census Tract 420.04, Riverside County, California",3688,06,065,042004,06065042004
"Census Tract 424.02, Riverside County, California",4861,06,065,042402,06065042402
"Census Tract 427.16, Riverside County, California",5328,06,065,042716,06065042716
"Census Tract 427.23, Riverside County, California",6487,06,065,042723,06065042723
"Census Tract 430.01, Riverside County, California",6623,06,065,043001,06065043001
"Census Tract 433.06, Riverside County, California",4814,06,065,043306,06065043306
"Census Tract 430.05, Riverside County, California",5724,06,065,043005,06065043005
"Census Tract 432.17, Riverside County, California",3602,06,065,043217,06065043217
"Census Tract 432.22, Riverside County, California",4899,06,065,043222,06065043222
"Census Tract 434.03, Riverside County, California",2708,06,065,043403,06065043403
"Census Tract 435.08, Riverside County, California",6812,06,065,043508,06065043508
"Census Tract 435.09, Riverside County, California",5426,06,065,043509,06065043509
"Census Tract 449.11, Riverside County, California",4694,06,065,044911,06065044911
"Census Tract 451.09, Riverside County, California",3637,06,065,045109,06065045109
"Census Tract 455.01, Riverside County, California",5740,06,065,045501,06065045501
"Census Tract 457.03, Riverside County, California",6575,06,065,045703,06065045703
"Census Tract 9401, Riverside County, California",166,06,065,940100,06065940100
"Census Tract 25, Butte County, California",5568,06,007,002500,06007002500
"Census Tract 27, Butte County, California",5516,06,007,002700,06007002700
"Census Tract 34, Butte County, California",3298,06,007,003400,06007003400
"Census Tract 6.01, Butte County, California",3402,06,007,000601,06007000601
"Census Tract 4086.27, Los Angeles County, California",3213,06,037,408627,06037408627
"Census Tract 4087.03, Los Angeles County, California",6525,06,037,408703,06037408703
"Census Tract 4305.02, Los Angeles County, California",7206,06,037,430502,06037430502
"Census Tract 4307.23, Los Angeles County, California",4274,06,037,430723,06037430723
"Census Tract 4310.01, Los Angeles County, California",7412,06,037,431001,06037431001
"Census Tract 4322.02, Los Angeles County, California",4245,06,037,432202,06037432202
"Census Tract 4326.02, Los Angeles County, California",4940,06,037,432602,06037432602
"Census Tract 4328.02, Los Angeles County, California",5242,06,037,432802,06037432802
"Census Tract 4336.01, Los Angeles County, California",5277,06,037,433601,06037433601
"Census Tract 4616, Los Angeles County, California",6224,06,037,461600,06037461600
"Census Tract 4628, Los Angeles County, California",2930,06,037,462800,06037462800
"Census Tract 4639, Los Angeles County, California",3188,06,037,463900,06037463900
"Census Tract 4642, Los Angeles County, California",6071,06,037,464200,06037464200
"Census Tract 2971.20, Los Angeles County, California",3097,06,037,297120,06037297120
"Census Tract 2974, Los Angeles County, California",3469,06,037,297400,06037297400
"Census Tract 3005.01, Los Angeles County, California",3145,06,037,300501,06037300501
"Census Tract 3005.02, Los Angeles County, California",5763,06,037,300502,06037300502
"Census Tract 3010, Los Angeles County, California",5166,06,037,301000,06037301000
"Census Tract 3016.02, Los Angeles County, California",4375,06,037,301602,06037301602
"Census Tract 3023.01, Los Angeles County, California",4111,06,037,302301,06037302301
"Census Tract 3112, Los Angeles County, California",3143,06,037,311200,06037311200
"Census Tract 4008, Los Angeles County, California",6846,06,037,400800,06037400800
"Census Tract 4017.04, Los Angeles County, California",6728,06,037,401704,06037401704
"Census Tract 1070.10, Los Angeles County, California",3093,06,037,107010,06037107010
"Census Tract 1081.01, Los Angeles County, California",2417,06,037,108101,06037108101
"Census Tract 1093, Los Angeles County, California",3247,06,037,109300,06037109300
"Census Tract 1094, Los Angeles County, California",3959,06,037,109400,06037109400
"Census Tract 1098, Los Angeles County, California",5398,06,037,109800,06037109800
"Census Tract 1174.05, Los Angeles County, California",3723,06,037,117405,06037117405
"Census Tract 1112.04, Los Angeles County, California",6153,06,037,111204,06037111204
"Census Tract 1134.01, Los Angeles County, California",6284,06,037,113401,06037113401
"Census Tract 1153.01, Los Angeles County, California",4600,06,037,115301,06037115301
"Census Tract 1193.20, Los Angeles County, California",4761,06,037,119320,06037119320
"Census Tract 1200.30, Los Angeles County, California",2683,06,037,120030,06037120030
"Census Tract 1210.20, Los Angeles County, California",3617,06,037,121020,06037121020
"Census Tract 1220, Los Angeles County, California",6287,06,037,122000,06037122000
"Census Tract 1230.20, Los Angeles County, California",3343,06,037,123020,06037123020
"Census Tract 1238, Los Angeles County, California",6150,06,037,123800,06037123800
"Census Tract 1240, Los Angeles County, California",5131,06,037,124000,06037124000
"Census Tract 1243, Los Angeles County, California",3026,06,037,124300,06037124300
"Census Tract 1245, Los Angeles County, California",3057,06,037,124500,06037124500
"Census Tract 1251, Los Angeles County, California",6044,06,037,125100,06037125100
"Census Tract 5429, Los Angeles County, California",3292,06,037,542900,06037542900
"Census Tract 5507, Los Angeles County, California",6360,06,037,550700,06037550700
"Census Tract 1008, Santa Cruz County, California",7154,06,087,100800,06087100800
"Census Tract 1009, Santa Cruz County, California",4453,06,087,100900,06087100900
"Census Tract 1102, Santa Cruz County, California",7578,06,087,110200,06087110200
"Census Tract 1202, Santa Cruz County, California",4576,06,087,120200,06087120200
"Census Tract 1209, Santa Cruz County, California",8653,06,087,120900,06087120900
"Census Tract 1212, Santa Cruz County, California",6550,06,087,121200,06087121200
"Census Tract 1214.01, Santa Cruz County, California",2761,06,087,121401,06087121401
"Census Tract 1215, Santa Cruz County, California",5642,06,087,121500,06087121500
"Census Tract 1221, Santa Cruz County, California",3201,06,087,122100,06087122100
"Census Tract 1233, Santa Cruz County, California",1587,06,087,123300,06087123300
"Census Tract 1001, Santa Cruz County, California",2178,06,087,100100,06087100100
"Census Tract 1006, Santa Cruz County, California",3647,06,087,100600,06087100600
"Census Tract 1105.02, Santa Cruz County, California",6162,06,087,110502,06087110502
"Census Tract 1208, Santa Cruz County, California",5608,06,087,120800,06087120800
"Census Tract 1211, Santa Cruz County, California",3342,06,087,121100,06087121100
"Census Tract 1214.02, Santa Cruz County, California",4601,06,087,121402,06087121402
"Census Tract 1225, Santa Cruz County, California",6843,06,087,122500,06087122500
"Census Tract 1012, Santa Cruz County, California",3268,06,087,101200,06087101200
"Census Tract 1206, Santa Cruz County, California",4776,06,087,120600,06087120600
"Census Tract 1214.03, Santa Cruz County, California",3549,06,087,121403,06087121403
"Census Tract 1217, Santa Cruz County, California",7400,06,087,121700,06087121700
