NAME,pop,state,county,tract,geoid
"Census Tract 2351, Los Angeles County, California",4487,06,037,235100,06037235100
"Census Tract 2377.10, Los Angeles County, California",4248,06,037,237710,06037237710
"Census Tract 210.03, Placer County, California",6726,06,061,021003,06061021003
"Census Tract 211.06, Placer County, California",2314,06,061,021106,06061021106
"Census Tract 211.08, Placer County, California",3192,06,061,021108,06061021108
"Census Tract 206.06, Placer County, California",4598,06,061,020606,06061020606
"Census Tract 215.01, Placer County, California",6112,06,061,021501,06061021501
"Census Tract 218.01, Placer County, California",5048,06,061,021801,06061021801
"Census Tract 219.01, Placer County, California",3110,06,061,021901,06061021901
"Census Tract 214.01, Placer County, California",2485,06,061,021401,06061021401
"Census Tract 215.02, Placer County, California",3736,06,061,021502,06061021502
"Census Tract 218.02, Placer County, California",6232,06,061,021802,06061021802
"Census Tract 28.14, Kern County, California",4051,06,029,002814,06029002814
"Census Tract 525.15, Orange County, California",9424,06,059,052515,06059052515
"Census Tract 525.17, Orange County, California",12241,06,059,052517,06059052517
"Census Tract 525.18, Orange County, California",7253,06,059,052518,06059052518
"Census Tract 525.26, Orange County, California",4852,06,059,052526,06059052526
"Census Tract 31.08, San Diego County, California",3898,06,073,003108,06073003108
"Census Tract 32.07, San Diego County, California",6468,06,073,003207,06073003207
"Census Tract 32.14, San Diego County, California",5376,06,073,003214,06073003214
"Census Tract 34.03, San Diego County, California",3920,06,073,003403,06073003403
"Census Tract 36.03, San Diego County, California",4010,06,073,003603,06073003603
"Census Tract 40, San Diego County, California",4828,06,073,004000,06073004000
"Census Tract 49, San Diego County, California",5391,06,073,004900,06073004900
"Census Tract 55, San Diego County, California",280,06,073,005500,06073005500
"Census Tract 63, San Diego County, California",3715,06,073,006300,06073006300
"Census Tract 68.02, San Diego County, California",5400,06,073,006802,06073006802
"Census Tract 69, San Diego County, California",5762,06,073,006900,06073006900
"Census Tract 73.01, San Diego County, California",5393,06,073,007301,06073007301
"Census Tract 74, San Diego County, California",7505,06,073,007400,06073007400
"Census Tract 75.01, San Diego County, California",4049,06,073,007501,06073007501
"Census Tract 203.06, San Diego County, California",9500,06,073,020306,06073020306
"Census Tract 204.03, San Diego County, California",4059,06,073,020403,06073020403
"Census Tract 204.05, San Diego County, California",3447,06,073,020405,06073020405
"Census Tract 206.02, San Diego County, California",6329,06,073,020602,06073020602
"Census Tract 207.05, San Diego County, California",4817,06,073,020705,06073020705
"Census Tract 207.08, San Diego County, California",3706,06,073,020708,06073020708
"Census Tract 208.05, San Diego County, California",3381,06,073,020805,06073020805
"Census Tract 208.09, San Diego County, California",6982,06,073,020809,06073020809
"Census Tract 132.05, San Diego County, California",2449,06,073,013205,06073013205
"Census Tract 209.03, San Diego County, California",2823,06,073,020903,06073020903
"Census Tract 210, San Diego County, California",2730,06,073,021000,06073021000
"Census Tract 131.02, San Diego County, California",6359,06,073,013102,06073013102
"Census Tract 133.02, San Diego County, California",4797,06,073,013302,06073013302
"Census Tract 136.04, San Diego County, California",6602,06,073,013604,06073013604
"Census Tract 134.14, San Diego County, California",7444,06,073,013414,06073013414
"Census Tract 134.16, San Diego County, California",3921,06,073,013416,06073013416
"Census Tract 134.17, San Diego County, California",2123,06,073,013417,06073013417
"Census Tract 141.02, San Diego County, California",4199,06,073,014102,06073014102
"Census Tract 146.01, San Diego County, California",4554,06,073,014601,06073014601
"Census Tract 147, San Diego County, California",7873,06,073,014700,06073014700
"Census Tract 154.04, San Diego County, California",8112,06,073,015404,06073015404
"Census Tract 159.02, San Diego County, California",5252,06,073,015902,06073015902
"Census Tract 162.02, San Diego County, California",3657,06,073,016202,06073016202
"Census Tract 166.09, San Diego County, California",5403,06,073,016609,06073016609
"Census Tract 170.06, San Diego County, California",3014,06,073,017006,06073017006
"Census Tract 170.29, San Diego County, California",9211,06,073,017029,06073017029
"Census Tract 170.39, San Diego County, California",7604,06,073,017039,06073017039
"Census Tract 170.40, San Diego County, California",4551,06,073,017040,06073017040
"Census Tract 170.48, San Diego County, California",7199,06,073,017048,06073017048
"Census Tract 626.12, Orange County, California",8157,06,059,062612,06059062612
"Census Tract 2014.02, Los Angeles County, California",5149,06,037,201402,06037201402
"Census Tract 1256, Los Angeles County, California",2795,06,037,125600,06037125600
"Census Tract 1234.10, Los Angeles County, California",4249,06,037,123410,06037123410
"Census Tract 1247, Los Angeles County, California",5697,06,037,124700,06037124700
"Census Tract 1253.20, Los Angeles County, California",5379,06,037,125320,06037125320
"Census Tract 1282.10, Los Angeles County, California",5247,06,037,128210,06037128210
"Census Tract 1282.20, Los Angeles County, California",3106,06,037,128220,06037128220
"Census Tract 1236.01, Los Angeles County, California",4741,06,037,123601,06037123601
"Census Tract 1235.10, Los Angeles County, California",4913,06,037,123510,06037123510
"Census Tract 1235.20, Los Angeles County, California",2888,06,037,123520,06037123520
"Census Tract 1237, Los Angeles County, California",4338,06,037,123700,06037123700
"Census Tract 1241.02, Los Angeles County, California",3542,06,037,124102,06037124102
"Census Tract 1242.01, Los Angeles County, California",3435,06,037,124201,06037124201
"Census Tract 1252, Los Angeles County, California",3623,06,037,125200,06037125200
"Census Tract 1253.10, Los Angeles County, California",4761,06,037,125310,06037125310
"Census Tract 1272.10, Los Angeles County, California",5714,06,037,127210,06037127210
"Census Tract 1310.20, Los Angeles County, California",6133,06,037,131020,06037131020
"Census Tract 2949, Los Angeles County, California",3637,06,037,294900,06037294900
"Census Tract 3002, Los Angeles County, California",5511,06,037,300200,06037300200
"Census Tract 2181.10, Los Angeles County, California",3296,06,037,218110,06037218110
"Census Tract 2195, Los Angeles County, California",1777,06,037,219500,06037219500
"Census Tract 2267, Los Angeles County, California",7640,06,037,226700,06037226700
"Census Tract 4061, Alameda County, California",4659,06,001,406100,06001406100
"Census Tract 4055, Alameda County, California",4063,06,001,405500,06001405500
"Census Tract 4056, Alameda County, California",3292,06,001,405600,06001405600
"Census Tract 4060, Alameda County, California",3344,06,001,406000,06001406000
"Census Tract 4065, Alameda County, California",6055,06,001,406500,06001406500
"Census Tract 4075, Alameda County, California",4560,06,001,407500,06001407500
"Census Tract 4079, Alameda County, California",3074,06,001,407900,06001407900
"Census Tract 4081, Alameda County, California",6108,06,001,408100,06001408100
"Census Tract 4085, Alameda County, California",5997,06,001,408500,06001408500
"Census Tract 4087, Alameda County, California",7628,06,001,408700,06001408700
"Census Tract 4092, Alameda County, California",3577,06,001,409200,06001409200
"Census Tract 4095, Alameda County, California",4272,06,001,409500,06001409500
"Census Tract 4096, Alameda County, California",5188,06,001,409600,06001409600
"Census Tract 4102, Alameda County, California",3399,06,001,410200,06001410200
"Census Tract 4213, Alameda County, California",3856,06,001,421300,06001421300
"Census Tract 4217, Alameda County, California",3564,06,001,421700,06001421700
"Census Tract 4220, Alameda County, California",2071,06,001,422000,06001422000
"Census Tract 4223, Alameda County, California",3756,06,001,422300,06001422300
"Census Tract 4228, Alameda County, California",9155,06,001,422800,06001422800
"Census Tract 4236.02, Alameda County, California",6222,06,001,423602,06001423602
"Census Tract 4271, Alameda County, California",3768,06,001,427100,06001427100
"Census Tract 175.02, San Diego County, California",3894,06,073,017502,06073017502
"Census Tract 176.03, San Diego County, California",2382,06,073,017603,06073017603
"Census Tract 177.01, San Diego County, California",5241,06,073,017701,06073017701
"Census Tract 188.02, San Diego County, California",8545,06,073,018802,06073018802
"Census Tract 189.04, San Diego County, California",6073,06,073,018904,06073018904
"Census Tract 191.05, San Diego County, California",5603,06,073,019105,06073019105
"Census Tract 192.07, San Diego County, California",9967,06,073,019207,06073019207
"Census Tract 3, San Diego County, California",5094,06,073,000300,06073000300
"Census Tract 8, San Diego County, California",5026,06,073,000800,06073000800
"Census Tract 22.01, San Diego County, California",3358,06,073,002201,06073002201
"Census Tract 98.02, San Diego County, California",6532,06,073,009802,06073009802
"Census Tract 170.33, San Diego County, California",4893,06,073,017033,06073017033
"Census Tract 173.04, San Diego County, California",6094,06,073,017304,06073017304
"Census Tract 186.08, San Diego County, California",2888,06,073,018608,06073018608
"Census Tract 170.10, San Diego County, California",3288,06,073,017010,06073017010
"Census Tract 212.02, San Diego County, California",3691,06,073,021202,06073021202
"Census Tract 193.02, San Diego County, California",7966,06,073,019302,06073019302
"Census Tract 201.03, San Diego County, California",10597,06,073,020103,06073020103
"Census Tract 208.01, San Diego County, California",5397,06,073,020801,06073020801
"Census Tract 4427, Alameda County, California",3118,06,001,442700,06001442700
"Census Tract 4512.01, Alameda County, California",7557,06,001,451201,06001451201
"Census Tract 4514.01, Alameda County, California",6066,06,001,451401,06001451401
"Census Tract 4045.02, Alameda County, California",6070,06,001,404502,06001404502
"Census Tract 4516.02, Alameda County, California",6786,06,001,451602,06001451602
"Census Tract 4003, Alameda County, California",5000,06,001,400300,06001400300
"Census Tract 4018, Alameda County, California",1794,06,001,401800,06001401800
"Census Tract 4067, Alameda County, California",4992,06,001,406700,06001406700
"Census Tract 4086, Alameda County, California",6947,06,001,408600,06001408600
"Census Tract 4090, Alameda County, California",3904,06,001,409000,06001409000
"Census Tract 4098, Alameda County, California",3519,06,001,409800,06001409800
"Census Tract 4100, Alameda County, California",3367,06,001,410000,06001410000
"Census Tract 4212, Alameda County, California",3575,06,001,421200,06001421200
"Census Tract 4235, Alameda County, California",3501,06,001,423500,06001423500
"Census Tract 4240.02, Alameda County, California",2507,06,001,424002,06001424002
"Census Tract 4309, Alameda County, California",5359,06,001,430900,06001430900
"Census Tract 5740, Los Angeles County, California",5319,06,037,574000,06037574000
"Census Tract 5747, Los Angeles County, California",139,06,037,574700,06037574700
"Census Tract 5749.01, Los Angeles County, California",3711,06,037,574901,06037574901
"Census Tract 5752.01, Los Angeles County, California",4714,06,037,575201,06037575201
"Census Tract 5753, Los Angeles County, California",4529,06,037,575300,06037575300
"Census Tract 5754.01, Los Angeles County, California",4853,06,037,575401,06037575401
"Census Tract 415, Riverside County, California",3313,06,065,041500,06065041500
"Census Tract 418.04, Riverside County, California",4592,06,065,041804,06065041804
"Census Tract 418.06, Riverside County, California",4926,06,065,041806,06065041806
"Census Tract 9005.01, Los Angeles County, California",6712,06,037,900501,06037900501
"Census Tract 9012.05, Los Angeles County, California",11698,06,037,901205,06037901205
"Census Tract 9106.02, Los Angeles County, California",4322,06,037,910602,06037910602
"Census Tract 9203.14, Los Angeles County, California",3062,06,037,920314,06037920314
"Census Tract 9200.36, Los Angeles County, California",3170,06,037,920036,06037920036
"Census Tract 9203.13, Los Angeles County, California",5800,06,037,920313,06037920313
"Census Tract 9203.34, Los Angeles County, California",6187,06,037,920334,06037920334
"Census Tract 1031.01, Los Angeles County, California",2597,06,037,103101,06037103101
"Census Tract 1042.01, Los Angeles County, California",4424,06,037,104201,06037104201
"Census Tract 1043.20, Los Angeles County, California",5599,06,037,104320,06037104320
"Census Tract 1046.20, Los Angeles County, California",3684,06,037,104620,06037104620
"Census Tract 1047.01, Los Angeles County, California",4325,06,037,104701,06037104701
"Census Tract 1048.10, Los Angeles County, California",5789,06,037,104810,06037104810
"Census Tract 1061.12, Los Angeles County, California",5885,06,037,106112,06037106112
"Census Tract 1061.13, Los Angeles County, California",3962,06,037,106113,06037106113
"Census Tract 4006.02, Los Angeles County, California",4412,06,037,400602,06037400602
"Census Tract 4009, Los Angeles County, California",4420,06,037,400900,06037400900
"Census Tract 4011.02, Los Angeles County, California",3504,06,037,401102,06037401102
"Census Tract 4013.12, Los Angeles County, California",5335,06,037,401312,06037401312
"Census Tract 4022, Los Angeles County, California",7219,06,037,402200,06037402200
"Census Tract 4033.12, Los Angeles County, California",4881,06,037,403312,06037403312
"Census Tract 2426, Los Angeles County, California",4745,06,037,242600,06037242600
"Census Tract 2380, Los Angeles County, California",5886,06,037,238000,06037238000
"Census Tract 2383.20, Los Angeles County, California",4090,06,037,238320,06037238320
"Census Tract 2384, Los Angeles County, California",4801,06,037,238400,06037238400
"Census Tract 2431, Los Angeles County, California",6490,06,037,243100,06037243100
"Census Tract 2643.02, Los Angeles County, California",6078,06,037,264302,06037264302
"Census Tract 2653.05, Los Angeles County, California",3788,06,037,265305,06037265305
"Census Tract 2654.20, Los Angeles County, California",1908,06,037,265420,06037265420
"Census Tract 2671, Los Angeles County, California",7123,06,037,267100,06037267100
"Census Tract 2678, Los Angeles County, California",2680,06,037,267800,06037267800
"Census Tract 2690, Los Angeles County, California",5019,06,037,269000,06037269000
"Census Tract 2693, Los Angeles County, California",4075,06,037,269300,06037269300
"Census Tract 2695, Los Angeles County, California",3929,06,037,269500,06037269500
"Census Tract 2698, Los Angeles County, California",3123,06,037,269800,06037269800
"Census Tract 2718.02, Los Angeles County, California",5720,06,037,271802,06037271802
"Census Tract 2732, Los Angeles County, California",3271,06,037,273200,06037273200
"Census Tract 4310, Alameda County, California",2912,06,001,431000,06001431000
"Census Tract 4328, Alameda County, California",3835,06,001,432800,06001432800
"Census Tract 4331.02, Alameda County, California",4297,06,001,433102,06001433102
"Census Tract 4337, Alameda County, California",3539,06,001,433700,06001433700
"Census Tract 4073, Alameda County, California",2440,06,001,407300,06001407300
"Census Tract 4215, Alameda County, California",3789,06,001,421500,06001421500
"Census Tract 1998, Los Angeles County, California",5428,06,037,199800,06037199800
"Census Tract 2015.04, Los Angeles County, California",2243,06,037,201504,06037201504
"Census Tract 2048.20, Los Angeles County, California",2146,06,037,204820,06037204820
"Census Tract 2062, Los Angeles County, California",3971,06,037,206200,06037206200
"Census Tract 2087.20, Los Angeles County, California",4338,06,037,208720,06037208720
"Census Tract 2118.02, Los Angeles County, California",4463,06,037,211802,06037211802
"Census Tract 2122.04, Los Angeles County, California",3383,06,037,212204,06037212204
"Census Tract 2123.03, Los Angeles County, California",3966,06,037,212303,06037212303
"Census Tract 2123.06, Los Angeles County, California",3366,06,037,212306,06037212306
"Census Tract 2133.10, Los Angeles County, California",3492,06,037,213310,06037213310
"Census Tract 427.17, Riverside County, California",5522,06,065,042717,06065042717
"Census Tract 429.01, Riverside County, California",7991,06,065,042901,06065042901
"Census Tract 429.02, Riverside County, California",5064,06,065,042902,06065042902
"Census Tract 432.16, Riverside County, California",6010,06,065,043216,06065043216
"Census Tract 310.02, Riverside County, California",5365,06,065,031002,06065031002
"Census Tract 414.11, Riverside County, California",2698,06,065,041411,06065041411
"Census Tract 417.02, Riverside County, California",5261,06,065,041702,06065041702
"Census Tract 425.08, Riverside County, California",5625,06,065,042508,06065042508
"Census Tract 437.03, Riverside County, California",3146,06,065,043703,06065043703
"Census Tract 418.03, Riverside County, California",7104,06,065,041803,06065041803
"Census Tract 424.05, Riverside County, California",5243,06,065,042405,06065042405
"Census Tract 433.04, Riverside County, California",7786,06,065,043304,06065043304
"Census Tract 315.02, Riverside County, California",8032,06,065,031502,06065031502
"Census Tract 420.03, Riverside County, California",6545,06,065,042003,06065042003
"Census Tract 427.11, Riverside County, California",4568,06,065,042711,06065042711
"Census Tract 437.02, Riverside County, California",4679,06,065,043702,06065043702
"Census Tract 409.02, Riverside County, California",6332,06,065,040902,06065040902
"Census Tract 317.02, Riverside County, California",2377,06,065,031702,06065031702
"Census Tract 464.03, Riverside County, California",7242,06,065,046403,06065046403
"Census Tract 451.10, Riverside County, California",5938,06,065,045110,06065045110
"Census Tract 38.13, Kern County, California",7813,06,029,003813,06029003813
"Census Tract 1.01, Kern County, California",12629,06,029,000101,06029000101
"Census Tract 14, Kern County, California",8393,06,029,001400,06029001400
"Census Tract 16, Kern County, California",1866,06,029,001600,06029001600
"Census Tract 21, Kern County, California",3526,06,029,002100,06029002100
"Census Tract 22, Kern County, California",5038,06,029,002200,06029002200
"Census Tract 28.08, Kern County, California",7208,06,029,002808,06029002808
"Census Tract 29, Kern County, California",7183,06,029,002900,06029002900
"Census Tract 31.21, Kern County, California",8312,06,029,003121,06029003121
"Census Tract 32.03, Kern County, California",2465,06,029,003203,06029003203
"Census Tract 32.04, Kern County, California",11368,06,029,003204,06029003204
"Census Tract 38.03, Kern County, California",7509,06,029,003803,06029003803
"Census Tract 9.06, Kern County, California",4608,06,029,000906,06029000906
"Census Tract 9.07, Kern County, California",2959,06,029,000907,06029000907
"Census Tract 4234, Alameda County, California",5069,06,001,423400,06001423400
"Census Tract 4239.01, Alameda County, California",1954,06,001,423901,06001423901
"Census Tract 405, Lassen County, California",3283,06,035,040500,06035040500
"Census Tract 6.02, Stanislaus County, California",3143,06,099,000602,06099000602
"Census Tract 8.01, Stanislaus County, California",6422,06,099,000801,06099000801
"Census Tract 9.07, Stanislaus County, California",3350,06,099,000907,06099000907
"Census Tract 9.10, Stanislaus County, California",7597,06,099,000910,06099000910
"Census Tract 12, Stanislaus County, California",3832,06,099,001200,06099001200
"Census Tract 23.01, Stanislaus County, California",8568,06,099,002301,06099002301
"Census Tract 26.02, Stanislaus County, California",5380,06,099,002602,06099002602
"Census Tract 26.05, Stanislaus County, California",3779,06,099,002605,06099002605
"Census Tract 31, Stanislaus County, California",4431,06,099,003100,06099003100
"Census Tract 38.03, Stanislaus County, California",3096,06,099,003803,06099003803
"Census Tract 3.02, Stanislaus County, California",2754,06,099,000302,06099000302
"Census Tract 3.03, Stanislaus County, California",6198,06,099,000303,06099000303
"Census Tract 5.01, Stanislaus County, California",7706,06,099,000501,06099000501
"Census Tract 40.06, Sacramento County, California",5308,06,067,004006,06067004006
"Census Tract 40.10, Sacramento County, California",5670,06,067,004010,06067004010
"Census Tract 40.11, Sacramento County, California",3134,06,067,004011,06067004011
"Census Tract 49.03, Sacramento County, California",7300,06,067,004903,06067004903
"Census Tract 49.06, Sacramento County, California",3139,06,067,004906,06067004906
"Census Tract 50.02, Sacramento County, California",6971,06,067,005002,06067005002
"Census Tract 70.12, Sacramento County, California",3427,06,067,007012,06067007012
"Census Tract 55.06, Sacramento County, California",3748,06,067,005506,06067005506
"Census Tract 58.01, Sacramento County, California",5368,06,067,005801,06067005801
"Census Tract 63, Sacramento County, California",5458,06,067,006300,06067006300
"Census Tract 72.04, Sacramento County, California",5093,06,067,007204,06067007204
"Census Tract 74.23, Sacramento County, California",5307,06,067,007423,06067007423
"Census Tract 79.05, Sacramento County, California",4273,06,067,007905,06067007905
"Census Tract 79.06, Sacramento County, California",3794,06,067,007906,06067007906
"Census Tract 81.28, Sacramento County, California",2471,06,067,008128,06067008128
"Census Tract 81.41, Sacramento County, California",6746,06,067,008141,06067008141
"Census Tract 81.42, Sacramento County, California",3779,06,067,008142,06067008142
"Census Tract 84.03, Sacramento County, California",6425,06,067,008403,06067008403
"Census Tract 90.06, Sacramento County, California",5842,06,067,009006,06067009006
"Census Tract 91.12, Sacramento County, California",3995,06,067,009112,06067009112
"Census Tract 93.19, Sacramento County, California",4848,06,067,009319,06067009319
"Census Tract 93.20, Sacramento County, California",4721,06,067,009320,06067009320
"Census Tract 93.21, Sacramento County, California",6125,06,067,009321,06067009321
"Census Tract 93.22, Sacramento County, California",13869,06,067,009322,06067009322
"Census Tract 96.17, Sacramento County, California",3678,06,067,009617,06067009617
"Census Tract 96.18, Sacramento County, California",4996,06,067,009618,06067009618
"Census Tract 96.19, Sacramento County, California",7739,06,067,009619,06067009619
"Census Tract 9.10, Kern County, California",11721,06,029,000910,06029000910
"Census Tract 15, Kern County, California",2633,06,029,001500,06029001500
"Census Tract 17, Kern County, California",3699,06,029,001700,06029001700
"Census Tract 18.01, Kern County, California",5890,06,029,001801,06029001801
"Census Tract 38.12, Kern County, California",4417,06,029,003812,06029003812
"Census Tract 39, Kern County, California",2397,06,029,003900,06029003900
"Census Tract 43.01, Kern County, California",8731,06,029,004301,06029004301
"Census Tract 46.01, Kern County, California",4061,06,029,004601,06029004601
"Census Tract 49.01, Kern County, California",5299,06,029,004901,06029004901
"Census Tract 51.03, Kern County, California",2661,06,029,005103,06029005103
"Census Tract 60.02, Kern County, California",4116,06,029,006002,06029006002
"Census Tract 63.01, Kern County, California",4098,06,029,006301,06029006301
"Census Tract 64.01, Kern County, California",7591,06,029,006401,06029006401
"Census Tract 70.10, Sacramento County, California",3838,06,067,007010,06067007010
"Census Tract 260.04, San Francisco County, California",5011,06,075,026004,06075026004
"Census Tract 301.01, San Francisco County, California",5045,06,075,030101,06075030101
"Census Tract 330, San Francisco County, California",8425,06,075,033000,06075033000
"Census Tract 254.03, San Francisco County, California",5050,06,075,025403,06075025403
"Census Tract 264.01, San Francisco County, California",3548,06,075,026401,06075026401
"Census Tract 302.02, San Francisco County, California",4487,06,075,030202,06075030202
"Census Tract 353, San Francisco County, California",7309,06,075,035300,06075035300
"Census Tract 476, San Francisco County, California",5605,06,075,047600,06075047600
"Census Tract 106, San Francisco County, California",3356,06,075,010600,06075010600
"Census Tract 208, San Francisco County, California",6399,06,075,020800,06075020800
"Census Tract 610, San Francisco County, California",4851,06,075,061000,06075061000
"Census Tract 203, San Francisco County, California",3413,06,075,020300,06075020300
"Census Tract 207, San Francisco County, California",5075,06,075,020700,06075020700
"Census Tract 211, San Francisco County, California",4199,06,075,021100,06075021100
"Census Tract 212, San Francisco County, California",3095,06,075,021200,06075021200
"Census Tract 213, San Francisco County, California",2650,06,075,021300,06075021300
"Census Tract 107, San Francisco County, California",5522,06,075,010700,06075010700
"Census Tract 162, San Francisco County, California",3358,06,075,016200,06075016200
"Census Tract 169, San Francisco County, California",3191,06,075,016900,06075016900
"Census Tract 252, San Francisco County, California",5407,06,075,025200,06075025200
"Census Tract 101, San Francisco County, California",3850,06,075,010100,06075010100
"Census Tract 112, San Francisco County, California",3459,06,075,011200,06075011200
"Census Tract 134, San Francisco County, California",3880,06,075,013400,06075013400
"Census Tract 151, San Francisco County, California",2600,06,075,015100,06075015100
"Census Tract 8.03, Stanislaus County, California",5157,06,099,000803,06099000803
"Census Tract 9.06, Stanislaus County, California",5972,06,099,000906,06099000906
"Census Tract 10.02, Stanislaus County, California",3105,06,099,001002,06099001002
"Census Tract 11, Stanislaus County, California",4149,06,099,001100,06099001100
"Census Tract 16.01, Stanislaus County, California",5015,06,099,001601,06099001601
"Census Tract 26.04, Stanislaus County, California",4542,06,099,002604,06099002604
"Census Tract 68, Sacramento County, California",7075,06,067,006800,06067006800
"Census Tract 56.01, Sacramento County, California",5321,06,067,005601,06067005601
"Census Tract 56.06, Sacramento County, California",4204,06,067,005606,06067005606
"Census Tract 60.04, Sacramento County, California",2583,06,067,006004,06067006004
"Census Tract 6022, Los Angeles County, California",7639,06,037,602200,06037602200
"Census Tract 6031.01, Los Angeles County, California",4043,06,037,603101,06037603101
"Census Tract 6034, Los Angeles County, California",4509,06,037,603400,06037603400
"Census Tract 6200.01, Los Angeles County, California",4236,06,037,620001,06037620001
"Census Tract 6200.02, Los Angeles County, California",3494,06,037,620002,06037620002
"Census Tract 5053.03, Santa Clara County, California",6133,06,085,505303,06085505303
"Census Tract 5054.01, Santa Clara County, California",6896,06,085,505401,06085505401
"Census Tract 5059, Santa Clara County, California",7444,06,085,505900,06085505900
"Census Tract 5066.04, Santa Clara County, California",7823,06,085,506604,06085506604
"Census Tract 5071, Santa Clara County, California",3149,06,085,507100,06085507100
"Census Tract 5072.03, Santa Clara County, California",2963,06,085,507203,06085507203
"Census Tract 5072.05, Santa Clara County, California",4715,06,085,507205,06085507205
"Census Tract 5072.06, Santa Clara County, California",2399,06,085,507206,06085507206
"Census Tract 5074.02, Santa Clara County, California",4068,06,085,507402,06085507402
"Census Tract 5083.04, Santa Clara County, California",8459,06,085,508304,06085508304
"Census Tract 5084.04, Santa Clara County, California",6997,06,085,508404,06085508404
"Census Tract 5091.06, Santa Clara County, California",4376,06,085,509106,06085509106
"Census Tract 5096, Santa Clara County, California",3465,06,085,509600,06085509600
"Census Tract 5120.01, Santa Clara County, California",6993,06,085,512001,06085512001
"Census Tract 5108.02, Santa Clara County, California",1923,06,085,510802,06085510802
"Census Tract 5111, Santa Clara County, California",5584,06,085,511100,06085511100
"Census Tract 5112, Santa Clara County, California",4974,06,085,511200,06085511200
"Census Tract 5010, Santa Clara County, California",4721,06,085,501000,06085501000
"Census Tract 5015.02, Santa Clara County, California",4855,06,085,501502,06085501502
"Census Tract 5028, Santa Clara County, California",4432,06,085,502800,06085502800
"Census Tract 5029.08, Santa Clara County, California",7255,06,085,502908,06085502908
"Census Tract 5030.03, Santa Clara County, California",5553,06,085,503003,06085503003
"Census Tract 5032.12, Santa Clara County, California",4403,06,085,503212,06085503212
"Census Tract 5032.18, Santa Clara County, California",4918,06,085,503218,06085503218
"Census Tract 1130, Marin County, California",3283,06,041,113000,06041113000
"Census Tract 1220, Marin County, California",2818,06,041,122000,06041122000
"Census Tract 1261, Marin County, California",6145,06,041,126100,06041126100
"Census Tract 1050, Marin County, California",6883,06,041,105000,06041105000
"Census Tract 1101, Marin County, California",5646,06,041,110100,06041110100
"Census Tract 62.01, Kern County, California",2842,06,029,006201,06029006201
"Census Tract 19.01, Kern County, California",3911,06,029,001901,06029001901
"Census Tract 5.06, Kern County, California",2275,06,029,000506,06029000506
"Census Tract 9.03, Kern County, California",3832,06,029,000903,06029000903
"Census Tract 11.03, Kern County, California",5674,06,029,001103,06029001103
"Census Tract 420.05, Riverside County, California",5628,06,065,042005,06065042005
"Census Tract 425.12, Riverside County, California",3377,06,065,042512,06065042512
"Census Tract 425.07, Riverside County, California",4645,06,065,042507,06065042507
"Census Tract 461.03, Riverside County, California",3548,06,065,046103,06065046103
"Census Tract 10.02, Kings County, California",4766,06,031,001002,06031001002
"Census Tract 16.02, Kings County, California",9121,06,031,001602,06031001602
"Census Tract 1, Kings County, California",3000,06,031,000100,06031000100
"Census Tract 4.02, Kings County, California",5878,06,031,000402,06031000402
"Census Tract 4.05, Kings County, California",7067,06,031,000405,06031000405
"Census Tract 10.01, Kings County, California",4340,06,031,001001,06031001001
"Census Tract 16.01, Kings County, California",4427,06,031,001601,06031001601
"Census Tract 10.03, Kings County, California",6483,06,031,001003,06031001003
"Census Tract 1, Plumas County, California",5803,06,063,000100,06063000100
"Census Tract 4, Plumas County, California",2782,06,063,000400,06063000400
"Census Tract 2.01, Plumas County, California",1341,06,063,000201,06063000201
"Census Tract 2.02, Plumas County, California",994,06,063,000202,06063000202
"Census Tract 3, Plumas County, California",3944,06,063,000300,06063000300
"Census Tract 123.02, San Luis Obispo County, California",4940,06,079,012302,06079012302
"Census Tract 127.02, San Luis Obispo County, California",6852,06,079,012702,06079012702
"Census Tract 102.01, San Luis Obispo County, California",7264,06,079,010201,06079010201
"Census Tract 109.02, San Luis Obispo County, California",4306,06,079,010902,06079010902
"Census Tract 120, San Luis Obispo County, California",7890,06,079,012000,06079012000
"Census Tract 128, San Luis Obispo County, California",236,06,079,012800,06079012800
"Census Tract 125.03, San Luis Obispo County, California",6604,06,079,012503,06079012503
"Census Tract 114, San Luis Obispo County, California",3088,06,079,011400,06079011400
"Census Tract 119.01, San Luis Obispo County, California",3136,06,079,011901,06079011901
"Census Tract 122, San Luis Obispo County, California",7260,06,079,012200,06079012200
"Census Tract 102.02, San Luis Obispo County, California",5331,06,079,010202,06079010202
"Census Tract 111.03, San Luis Obispo County, California",2862,06,079,011103,06079011103
"Census Tract 126, San Luis Obispo County, California",8053,06,079,012600,06079012600
"Census Tract 112, San Luis Obispo County, California",8359,06,079,011200,06079011200
"Census Tract 53, Kern County, California",1876,06,029,005300,06029005300
"Census Tract 54.02, Kern County, California",4888,06,029,005402,06029005402
"Census Tract 57, Kern County, California",2906,06,029,005700,06029005700
"Census Tract 28.04, Kern County, California",2557,06,029,002804,06029002804
"Census Tract 28.07, Kern County, California",3949,06,029,002807,06029002807
"Census Tract 28.16, Kern County, California",5908,06,029,002816,06029002816
"Census Tract 28.19, Kern County, California",5063,06,029,002819,06029002819
"Census Tract 30, Kern County, California",7461,06,029,003000,06029003000
"Census Tract 31.12, Kern County, California",5035,06,029,003112,06029003112
"Census Tract 33.04, Kern County, California",3723,06,029,003304,06029003304
